image_id,text,label,image_description,image_location,combined_text
897533890973315073.jpg,"wait , a raid started up outside of a gym and didn 't require a pass . so confused ; please advise .",1,"The image is a screenshot from the mobile game Pokémon GO. It shows a Bayleef, a grass-type Pokémon, standing on a lush green field with trees and a clear blue sky in the background. The Bayleef has a light yellow body with green leafy appendages and a single leaf on its head. The screen displays the Pokémon's name ""Bayleef"" and its Combat Power (CP) of 874. At the bottom, there are icons for items: a berry and a Poké Ball labeled with the number 219. The AR toggle is visible at the top right corner, indicating augmented reality mode is active. The overall scene is bright and vibrant, typical of the game's outdoor exploration setting.",mmsd/extracted_part_3/897533890973315073.jpg,"wait , a raid started up outside of a gym and didn 't require a pass . so confused ; please advise . The image is a screenshot from the mobile game Pokémon GO. It shows a Bayleef, a grass-type Pokémon, standing on a lush green field with trees and a clear blue sky in the background. The Bayleef has a light yellow body with green leafy appendages and a single leaf on its head. The screen displays the Pokémon's name ""Bayleef"" and its Combat Power (CP) of 874. At the bottom, there are icons for items: a berry and a Poké Ball labeled with the number 219. The AR toggle is visible at the top right corner, indicating augmented reality mode is active. The overall scene is bright and vibrant, typical of the game's outdoor exploration setting."
801810295597498368.jpg,they atleast don 't make you feel socially unaccepted,1,"The image is a split-panel meme. On the left side, there's a person sitting alone in an empty auditorium filled with red seats. The individual appears to be reading or looking at something in their hands. On the right side, the same person is now standing up, raising one arm triumphantly, as if celebrating or expressing excitement. The background remains consistent across both panels, emphasizing the change in the person's posture and action. The text above the image reads, ""That one follower that likes everything you post,"" suggesting a humorous commentary on social media behavior where a particular follower consistently engages with all content posted by the creator.",mmsd/extracted_part_4/801810295597498368.jpg,"they atleast don 't make you feel socially unaccepted The image is a split-panel meme. On the left side, there's a person sitting alone in an empty auditorium filled with red seats. The individual appears to be reading or looking at something in their hands. On the right side, the same person is now standing up, raising one arm triumphantly, as if celebrating or expressing excitement. The background remains consistent across both panels, emphasizing the change in the person's posture and action. The text above the image reads, ""That one follower that likes everything you post,"" suggesting a humorous commentary on social media behavior where a particular follower consistently engages with all content posted by the creator."
707731462292779008.jpg,<user> efficiency in action ! !,1,"The image shows a group of people standing indoors, likely in a waiting area or a small office space. The ceiling is white with fluorescent lighting fixtures. A sign reading ""EXIT"" is visible on the left side of the frame. The individuals are engaged in various activities; some appear to be interacting with documents or forms. The person in the foreground, wearing a black top and light-colored shorts, is facing away from the camera. To their right, another individual in a striped shirt holds papers. The environment suggests a casual setting, possibly related to administrative or customer service tasks.",mmsd/extracted_part_1/707731462292779008.jpg,"<user> efficiency in action ! ! The image shows a group of people standing indoors, likely in a waiting area or a small office space. The ceiling is white with fluorescent lighting fixtures. A sign reading ""EXIT"" is visible on the left side of the frame. The individuals are engaged in various activities; some appear to be interacting with documents or forms. The person in the foreground, wearing a black top and light-colored shorts, is facing away from the camera. To their right, another individual in a striped shirt holds papers. The environment suggests a casual setting, possibly related to administrative or customer service tasks."
827591397381373952.jpg,* <user> <user> the <user> 's arrest of <user> for his over-the-top should be seen as a police fail ...,1,"The image is a screenshot of a news article from ""Le Journal de Montréal,"" dated February 2, 2017. The headline reads: ""Un Montréalais a été arrêté pour des messages violents sur les réseaux sociaux"" (A Montreal resident was arrested for violent messages on social media). The article's section is labeled ""Actualité Faits Divers."" Below the headline, there’s a photo of a man holding a large silver trophy, with a German Shepherd dog beside him. The man appears to be smiling. The trophy has a decorative design, and the backdrop includes outdoor furniture and a lattice fence. Social media sharing options are visible above the photo, along with a Facebook count of 3,254 likes. The website URL at the top indicates the source as ""www.journaldemontreal.com.""",mmsd/extracted_part_4/827591397381373952.jpg,"* <user> <user> the <user> 's arrest of <user> for his over-the-top should be seen as a police fail ... The image is a screenshot of a news article from ""Le Journal de Montréal,"" dated February 2, 2017. The headline reads: ""Un Montréalais a été arrêté pour des messages violents sur les réseaux sociaux"" (A Montreal resident was arrested for violent messages on social media). The article's section is labeled ""Actualité Faits Divers."" Below the headline, there’s a photo of a man holding a large silver trophy, with a German Shepherd dog beside him. The man appears to be smiling. The trophy has a decorative design, and the backdrop includes outdoor furniture and a lattice fence. Social media sharing options are visible above the photo, along with a Facebook count of 3,254 likes. The website URL at the top indicates the source as ""www.journaldemontreal.com."""
773618482101489664.jpg,is it me only or everybody feels that girl in bado bahu ad is chetan bhagat in disguise,1,"The image features a woman dressed in traditional attire, holding a green vegetable, possibly a cucumber or zucchini. She is wearing a vibrant blue dress with a colorful shawl draped over her shoulders, adorned with floral decorations. The background shows an outdoor setting with trees, a few people, and a structure that resembles a temple or historical building. On the right side of the image, there's a large red logo with white text, which appears to be for a television channel or program. Below the logo, smaller text in Hindi reads ""बहुत जल्द"" (bahut jaldi), meaning ""very soon,"" suggesting an upcoming event or broadcast. The overall color scheme includes bright, warm tones, giving the image a lively and inviting feel.",mmsd/extracted_part_3/773618482101489664.jpg,"is it me only or everybody feels that girl in bado bahu ad is chetan bhagat in disguise The image features a woman dressed in traditional attire, holding a green vegetable, possibly a cucumber or zucchini. She is wearing a vibrant blue dress with a colorful shawl draped over her shoulders, adorned with floral decorations. The background shows an outdoor setting with trees, a few people, and a structure that resembles a temple or historical building. On the right side of the image, there's a large red logo with white text, which appears to be for a television channel or program. Below the logo, smaller text in Hindi reads ""बहुत जल्द"" (bahut jaldi), meaning ""very soon,"" suggesting an upcoming event or broadcast. The overall color scheme includes bright, warm tones, giving the image a lively and inviting feel."
687826579599196160.jpg,we must rebuild our military ! ! ! we need more battleships !,1,"The image is a pie chart titled ""Discretionary Spending 2015: $1.11 Trillion."" It visually represents how discretionary spending was allocated across various sectors of the U.S. government in that year. The largest slice, colored blue, represents military spending at $598.5 billion (54% of total discretionary spending). Other sectors are shown with smaller slices, each labeled with its respective spending amount and percentage of the total. These include Social Security, Unemployment & Labor ($29.1 billion - 3%), Transportation ($26.3 billion - 2%), Food & Agriculture ($13.1 billion - 1%), Science ($29.7 billion - 3%), Energy & Environment ($39.1 billion - 3%), International Affairs ($40.9 billion - 4%), Housing & Community ($63.2 billion - 6%), Veterans' Benefits ($65.3 billion - 6%), Medicare & Health ($66 billion - 6%), Education ($70 billion - 6%), and Government ($72.9 billion - 6%). The source of the data is credited to the National Priorities Project.",mmsd/extracted_part_2/687826579599196160.jpg,"we must rebuild our military ! ! ! we need more battleships ! The image is a pie chart titled ""Discretionary Spending 2015: $1.11 Trillion."" It visually represents how discretionary spending was allocated across various sectors of the U.S. government in that year. The largest slice, colored blue, represents military spending at $598.5 billion (54% of total discretionary spending). Other sectors are shown with smaller slices, each labeled with its respective spending amount and percentage of the total. These include Social Security, Unemployment & Labor ($29.1 billion - 3%), Transportation ($26.3 billion - 2%), Food & Agriculture ($13.1 billion - 1%), Science ($29.7 billion - 3%), Energy & Environment ($39.1 billion - 3%), International Affairs ($40.9 billion - 4%), Housing & Community ($63.2 billion - 6%), Veterans' Benefits ($65.3 billion - 6%), Medicare & Health ($66 billion - 6%), Education ($70 billion - 6%), and Government ($72.9 billion - 6%). The source of the data is credited to the National Priorities Project."
830921983525273600.jpg,is one of many tactics you can use in bad actors . it 's all up to you !,1,"The image is a vintage-style advertisement with a retro aesthetic. It features a smiling woman with her hair styled in a classic 1940s fashion, wearing pearl earrings and a dark blue outfit. The background has a textured, aged look, enhancing the nostalgic feel. On the right side of the image, bold text reads ""Sarcasm: Now Served All Day"" in a playful, slightly whimsical font. The overall color scheme includes warm tones like beige, brown, and a touch of red, contributing to the vintage charm.",mmsd/extracted_part_1/830921983525273600.jpg,"is one of many tactics you can use in bad actors . it 's all up to you ! The image is a vintage-style advertisement with a retro aesthetic. It features a smiling woman with her hair styled in a classic 1940s fashion, wearing pearl earrings and a dark blue outfit. The background has a textured, aged look, enhancing the nostalgic feel. On the right side of the image, bold text reads ""Sarcasm: Now Served All Day"" in a playful, slightly whimsical font. The overall color scheme includes warm tones like beige, brown, and a touch of red, contributing to the vintage charm."
844264494129930241.jpg,thanks <user> for covering the important issues .,1,"The image displays a mobile app interface showing trending news stories. The top of the screen indicates ""TRENDING STORIES"" with a Verizon LTE signal bar, time (12:10 PM), and battery level (61%). Below, four news headlines are listed:

1. **The Washington Post**: Headline reads, ""New documents say Trump aide hid payments from pro-Moscow Ukraine party,"" posted 57 minutes ago.
2. **FOX NEWS**: Headline states, ""Teen on his way to spring break in Florida busted with 7 cases of beer, marijuana in truck, cops say,"" posted 11 hours ago.
3. **The New York Times**: Headline mentions, ""Roger Stone, the 'Trickster' on Trump’s Side, Is Under F.B.I. Scrutiny,"" posted 7 hours ago.
4. **CNN**: Headline says, ""Ivanka Trump to get top security clearance and office, WH official says,"" posted 1 hour ago.

Each headline is accompanied by an orange numbered circle indicating its position in the list. At the bottom, there are navigation icons labeled ""For You,"" ""Favorites,"" ""Explore,"" ""Search,"" and ""Saved.""",mmsd/extracted_part_3/844264494129930241.jpg,"thanks <user> for covering the important issues . The image displays a mobile app interface showing trending news stories. The top of the screen indicates ""TRENDING STORIES"" with a Verizon LTE signal bar, time (12:10 PM), and battery level (61%). Below, four news headlines are listed:

1. **The Washington Post**: Headline reads, ""New documents say Trump aide hid payments from pro-Moscow Ukraine party,"" posted 57 minutes ago.
2. **FOX NEWS**: Headline states, ""Teen on his way to spring break in Florida busted with 7 cases of beer, marijuana in truck, cops say,"" posted 11 hours ago.
3. **The New York Times**: Headline mentions, ""Roger Stone, the 'Trickster' on Trump’s Side, Is Under F.B.I. Scrutiny,"" posted 7 hours ago.
4. **CNN**: Headline says, ""Ivanka Trump to get top security clearance and office, WH official says,"" posted 1 hour ago.

Each headline is accompanied by an orange numbered circle indicating its position in the list. At the bottom, there are navigation icons labeled ""For You,"" ""Favorites,"" ""Explore,"" ""Search,"" and ""Saved."""
905134014893195264.jpg,"asked my hubby why <user> didn 't have a terminal 2 he responded , "" so the number <num> can be posted everywhere "" # superstition – at toronto pearson international airport ( yyz )",1,". The sign has a black background with white text and numbers, and a yellow square with the number ""1"" inside it, likely indicating the terminal number. There are no smoking signs visible on the glass doors. The environment suggests a modern airport setting, with people walking through the walkway in the background. The ceiling above includes exposed pipes and ductwork, typical of airport infrastructure.",mmsd/extracted_part_1/905134014893195264.jpg,"asked my hubby why <user> didn 't have a terminal 2 he responded , "" so the number <num> can be posted everywhere "" # superstition – at toronto pearson international airport ( yyz ) . The sign has a black background with white text and numbers, and a yellow square with the number ""1"" inside it, likely indicating the terminal number. There are no smoking signs visible on the glass doors. The environment suggests a modern airport setting, with people walking through the walkway in the background. The ceiling above includes exposed pipes and ductwork, typical of airport infrastructure."
702202941764030464.jpg,it 's too bad this place isn 't picturesque ! <user>,1,"The image showcases a modern hotel room with a large bed covered in crisp white linens and pillows. The room features floor-to-ceiling windows that offer a stunning view of snow-covered mountains and a quaint village outside. The curtains are drawn back to reveal the expansive window view. To the right, there is a seating area with a sofa and a small table holding a bouquet of white flowers. The decor includes neutral tones, with beige curtains and a sleek, contemporary design aesthetic. The overall ambiance is serene and luxurious, ideal for relaxation and enjoying the scenic mountain views.",mmsd/extracted_part_1/702202941764030464.jpg,"it 's too bad this place isn 't picturesque ! <user> The image showcases a modern hotel room with a large bed covered in crisp white linens and pillows. The room features floor-to-ceiling windows that offer a stunning view of snow-covered mountains and a quaint village outside. The curtains are drawn back to reveal the expansive window view. To the right, there is a seating area with a sofa and a small table holding a bouquet of white flowers. The decor includes neutral tones, with beige curtains and a sleek, contemporary design aesthetic. The overall ambiance is serene and luxurious, ideal for relaxation and enjoying the scenic mountain views."
844399491587477505.jpg,life lesson lmao,1,"The image features a bold, white text message against a dark, textured background that resembles a splattered paint effect. The text advises someone to avoid contacting a person right away, suggesting they should not seem desperate. It recommends meeting others, getting married, and having kids as strategies to keep the other person guessing. At the bottom, there's a hashtag symbol followed by ""@HashtagBay,"" indicating the source or creator of the content.",mmsd/extracted_part_1/844399491587477505.jpg,"life lesson lmao The image features a bold, white text message against a dark, textured background that resembles a splattered paint effect. The text advises someone to avoid contacting a person right away, suggesting they should not seem desperate. It recommends meeting others, getting married, and having kids as strategies to keep the other person guessing. At the bottom, there's a hashtag symbol followed by ""@HashtagBay,"" indicating the source or creator of the content."
729774569259601921.jpg,its kind of a gift,1,"The image features a bold, black background with white text centered in the middle. The text reads: ""MOST PEOPLE CAN'T TELL IF I'M BEING SINCERE OR A SMARTASS. IT'S KIND OF A GIFT."" Below the main message, in smaller white text, is the URL ""KIZKIZ.COM"". The overall design is simple and direct, focusing attention on the statement's meaning.",mmsd/extracted_part_5/729774569259601921.jpg,"its kind of a gift The image features a bold, black background with white text centered in the middle. The text reads: ""MOST PEOPLE CAN'T TELL IF I'M BEING SINCERE OR A SMARTASS. IT'S KIND OF A GIFT."" Below the main message, in smaller white text, is the URL ""KIZKIZ.COM"". The overall design is simple and direct, focusing attention on the statement's meaning."
718861454510829569.jpg,my husband is a big fan ( insert total ) of all the holiday,1,"The image features a framed quote with a black background and white text that reads, ""She who Leaves a Trail of GLITTER is Not Ever Forgotten."" The word ""GLITTER"" is highlighted in green, emphasizing its significance. The frame has a striped pattern alternating between gold and white, giving it a cheerful and vibrant appearance. On the left side of the frame, the word ""HAPPINESS"" is written vertically in large, bold letters, with each letter in a different color, adding to the playful design. The overall aesthetic is bright and uplifting, with a focus on positivity and celebration.",mmsd/extracted_part_3/718861454510829569.jpg,"my husband is a big fan ( insert total ) of all the holiday The image features a framed quote with a black background and white text that reads, ""She who Leaves a Trail of GLITTER is Not Ever Forgotten."" The word ""GLITTER"" is highlighted in green, emphasizing its significance. The frame has a striped pattern alternating between gold and white, giving it a cheerful and vibrant appearance. On the left side of the frame, the word ""HAPPINESS"" is written vertically in large, bold letters, with each letter in a different color, adding to the playful design. The overall aesthetic is bright and uplifting, with a focus on positivity and celebration."
886998495017742337.jpg,guys . those damn sjws have been ruining scifi for years with their damn female heroes ! wake up sheeple !,1,"The image depicts two individuals in a dynamic pose, seemingly engaged in an intense action scene. The person on the left is holding a large, futuristic-looking weapon with both hands, suggesting a sci-fi or combat setting. They are wearing a white shirt stained with what appears to be blood, light blue pants, and red-and-white sneakers. The individual on the right has their arm around the first person's neck, adding to the sense of urgency or conflict. Both are positioned on a metallic grid floor, which enhances the industrial or spaceship-like environment. The background is dark with a blue hue and some light effects, contributing to the dramatic atmosphere.",mmsd/extracted_part_5/886998495017742337.jpg,"guys . those damn sjws have been ruining scifi for years with their damn female heroes ! wake up sheeple ! The image depicts two individuals in a dynamic pose, seemingly engaged in an intense action scene. The person on the left is holding a large, futuristic-looking weapon with both hands, suggesting a sci-fi or combat setting. They are wearing a white shirt stained with what appears to be blood, light blue pants, and red-and-white sneakers. The individual on the right has their arm around the first person's neck, adding to the sense of urgency or conflict. Both are positioned on a metallic grid floor, which enhances the industrial or spaceship-like environment. The background is dark with a blue hue and some light effects, contributing to the dramatic atmosphere."
709967758507843586.jpg,"pero whatever . it 's not like voting actually matters , right ? withher",1,"The image is a map of Illinois showing the results of a political election or poll. The map uses two colors to represent different leaders: blue for Clinton and green for Sanders. The states are divided into counties, with each county shaded either blue or green according to the leader's support. Major cities like Chicago, Peoria, and Springfield are labeled. The legend at the bottom indicates that blue represents Clinton and green represents Sanders. The map highlights areas of strong support for each candidate across the state.",mmsd/extracted_part_4/709967758507843586.jpg,"pero whatever . it 's not like voting actually matters , right ? withher The image is a map of Illinois showing the results of a political election or poll. The map uses two colors to represent different leaders: blue for Clinton and green for Sanders. The states are divided into counties, with each county shaded either blue or green according to the leader's support. Major cities like Chicago, Peoria, and Springfield are labeled. The legend at the bottom indicates that blue represents Clinton and green represents Sanders. The map highlights areas of strong support for each candidate across the state."
916297031181914112.jpg,"oh yah , just like the word "" man "" is in the word "" human "" , hence all humans are by definition of the male gender . ( unfortunately , d 'souza may agree with that ... )",1,"The image is a screenshot of a tweet from Dinesh D'Souza. The tweet includes a statement about the term ""Nazi"" being a compression of ""National"" and ""Socialist,"" suggesting that all Nazis are by definition on the Left. Below the text, there's an image of the words ""NATIONAL SOZIALIST"" in bold, black, block-style font against a white background. The image appears to be a stylized representation of the Nazi Party's name, emphasizing the connection between nationalism and socialism. The tweet has received significant engagement, with over 2.8K likes, 1.4K retweets, and 2.5K comments.",mmsd/extracted_part_2/916297031181914112.jpg,"oh yah , just like the word "" man "" is in the word "" human "" , hence all humans are by definition of the male gender . ( unfortunately , d 'souza may agree with that ... ) The image is a screenshot of a tweet from Dinesh D'Souza. The tweet includes a statement about the term ""Nazi"" being a compression of ""National"" and ""Socialist,"" suggesting that all Nazis are by definition on the Left. Below the text, there's an image of the words ""NATIONAL SOZIALIST"" in bold, black, block-style font against a white background. The image appears to be a stylized representation of the Nazi Party's name, emphasizing the connection between nationalism and socialism. The tweet has received significant engagement, with over 2.8K likes, 1.4K retweets, and 2.5K comments."
919212027347918850.jpg,i would like to commend <user> adm on the efficient use of space & effective promotion of # iufb spirit,1,"The image shows a grassy outdoor area with several white tents set up, likely for an event or gathering. The tents are arranged in a row, with one prominently in the foreground enclosed by a chain-link fence and metal barricades. A sign attached to the fence reads ""21 AND OVER ENTER HERE,"" indicating restricted access for adults only. The surrounding area is shaded by trees, suggesting it's either early morning or late afternoon due to the long shadows cast. The ground appears uneven with patches of dirt and grass. The overall setting looks like a park or open field adapted for an event.",mmsd/extracted_part_5/919212027347918850.jpg,"i would like to commend <user> adm on the efficient use of space & effective promotion of # iufb spirit The image shows a grassy outdoor area with several white tents set up, likely for an event or gathering. The tents are arranged in a row, with one prominently in the foreground enclosed by a chain-link fence and metal barricades. A sign attached to the fence reads ""21 AND OVER ENTER HERE,"" indicating restricted access for adults only. The surrounding area is shaded by trees, suggesting it's either early morning or late afternoon due to the long shadows cast. The ground appears uneven with patches of dirt and grass. The overall setting looks like a park or open field adapted for an event."
921703337120161792.jpg,people watching like ....,1,"The black-and-white photograph captures two individuals in a candid moment. The person on the left is dressed formally in a suit with a tie, holding a glass of beer in one hand and gesturing with the other. The individual on the right, wearing a casual jacket and jeans, holds a microphone in one hand and a drink in the other. Both are smiling, suggesting a lighthearted or celebratory atmosphere. The background appears to be an indoor setting, possibly a bar or club, indicated by the wooden paneling and dim lighting. The overall mood is relaxed and jovial.",mmsd/extracted_part_4/921703337120161792.jpg,"people watching like .... The black-and-white photograph captures two individuals in a candid moment. The person on the left is dressed formally in a suit with a tie, holding a glass of beer in one hand and gesturing with the other. The individual on the right, wearing a casual jacket and jeans, holds a microphone in one hand and a drink in the other. Both are smiling, suggesting a lighthearted or celebratory atmosphere. The background appears to be an indoor setting, possibly a bar or club, indicated by the wooden paneling and dim lighting. The overall mood is relaxed and jovial."
