image_id,text,label,image_description,image_location,combined_text
897533890973315073.jpg,"wait , a raid started up outside of a gym and didn 't require a pass . so confused ; please advise .",1,"The image is a screenshot from a Pokémon Go game featuring a Bayleef, a Grass-type Pokémon, standing in a grassy field. Bayleef has a CP of 874, indicating its combat power. The background shows a lush, green landscape with trees and a clear blue sky, creating a vibrant, outdoor setting. At the bottom, there are three icons: a berry, a Poké Ball with ""219"" written on it, and a traditional red and white Poké Ball. The top of the screen displays an AR toggle and a camera icon, suggesting augmented reality functionality. The overall composition is balanced, with Bayleef centered, drawing attention to its detailed, leafy design.",mmsd_dataset/extracted_part_3/897533890973315073.jpg,"wait , a raid started up outside of a gym and didn 't require a pass . so confused ; please advise . The image is a screenshot from a Pokémon Go game featuring a Bayleef, a Grass-type Pokémon, standing in a grassy field. Bayleef has a CP of 874, indicating its combat power. The background shows a lush, green landscape with trees and a clear blue sky, creating a vibrant, outdoor setting. At the bottom, there are three icons: a berry, a Poké Ball with ""219"" written on it, and a traditional red and white Poké Ball. The top of the screen displays an AR toggle and a camera icon, suggesting augmented reality functionality. The overall composition is balanced, with Bayleef centered, drawing attention to its detailed, leafy design."
801810295597498368.jpg,they atleast don 't make you feel socially unaccepted,1,"The image is a meme featuring two side-by-side photos of a person sitting in a large auditorium with red seats. The text above reads, ""That one follower that likes everything you post."" 

In the left photo, the person is seated calmly, looking directly at the camera, with their arms resting on their lap. The auditorium is mostly empty, emphasizing the solitude of the individual.

In the right photo, the same person is raising their right hand, as if to give a thumbs-up or wave, while still looking at the camera. The background remains consistent, with rows of red seats stretching into the distance.

The composition highlights the contrast between the person's passive and active states, humorously suggesting their enthusiastic engagement with content, despite the empty setting. The watermark ""witzi6"" is visible on the right side of the image.",mmsd_dataset/extracted_part_4/801810295597498368.jpg,"they atleast don 't make you feel socially unaccepted The image is a meme featuring two side-by-side photos of a person sitting in a large auditorium with red seats. The text above reads, ""That one follower that likes everything you post."" 

In the left photo, the person is seated calmly, looking directly at the camera, with their arms resting on their lap. The auditorium is mostly empty, emphasizing the solitude of the individual.

In the right photo, the same person is raising their right hand, as if to give a thumbs-up or wave, while still looking at the camera. The background remains consistent, with rows of red seats stretching into the distance.

The composition highlights the contrast between the person's passive and active states, humorously suggesting their enthusiastic engagement with content, despite the empty setting. The watermark ""witzi6"" is visible on the right side of the image."
707731462292779008.jpg,<user> efficiency in action ! !,1,"The image depicts a busy indoor setting, likely a service or information desk. Several people are gathered around a counter, interacting with a staff member. The foreground shows a woman in a black top and yellow shorts, holding a white purse, facing the counter. To her right, an older man in a striped shirt and glasses is holding papers. In the background, a woman in a white dress and another in a red shirt are also waiting. The staff member, wearing a dark top, is seated and appears to be assisting the customers. 

The room is lit by fluorescent ceiling lights, and there's a sign on the wall that reads, ""Thanks for visiting take."" An exit sign is visible above a door. The composition centers on the interaction at the counter, with people arranged in a queue-like formation. The overall atmosphere suggests a public service or administrative office.",mmsd_dataset/extracted_part_1/707731462292779008.jpg,"<user> efficiency in action ! ! The image depicts a busy indoor setting, likely a service or information desk. Several people are gathered around a counter, interacting with a staff member. The foreground shows a woman in a black top and yellow shorts, holding a white purse, facing the counter. To her right, an older man in a striped shirt and glasses is holding papers. In the background, a woman in a white dress and another in a red shirt are also waiting. The staff member, wearing a dark top, is seated and appears to be assisting the customers. 

The room is lit by fluorescent ceiling lights, and there's a sign on the wall that reads, ""Thanks for visiting take."" An exit sign is visible above a door. The composition centers on the interaction at the counter, with people arranged in a queue-like formation. The overall atmosphere suggests a public service or administrative office."
827591397381373952.jpg,* <user> <user> the <user> 's arrest of <user> for his over-the-top should be seen as a police fail ...,1,"The image is a screenshot from a news website, ""Le Journal de Montréal,"" dated Thursday, February 2, 2017. The headline reads, ""Un Montréalais a été arrêté pour des messages violents sur les réseaux sociaux,"" which translates to ""A Montreal resident was arrested for violent messages on social media."" The article is under the ""Actualité"" (News) section, with a subheading ""Faits Divers"" (Miscellaneous Facts).

The main visual is a photograph of a smiling man holding a large silver trophy. He is seated outdoors, with a dog lying beside him. The background includes a wooden fence and some patio furniture. Above the man, there is a banner with the text ""Defenseman 2011-12 Season"" and the logo of the ""Admirals"" hockey team. The image is credited as a ""Photo Facebook"" and is attributed to Antonio Padula.

On the left side of the page, there are various colored tabs for different sections, including ""Attentat Québec,"" ""Sports,"" ""Spectacles,"" and others. Social media sharing options for Facebook and Twitter are visible, along with a share button. The website's navigation bar is at the top, with the site's logo and search functionality. The overall layout is typical of a news website, with a focus on the central image and headline.",mmsd_dataset/extracted_part_4/827591397381373952.jpg,"* <user> <user> the <user> 's arrest of <user> for his over-the-top should be seen as a police fail ... The image is a screenshot from a news website, ""Le Journal de Montréal,"" dated Thursday, February 2, 2017. The headline reads, ""Un Montréalais a été arrêté pour des messages violents sur les réseaux sociaux,"" which translates to ""A Montreal resident was arrested for violent messages on social media."" The article is under the ""Actualité"" (News) section, with a subheading ""Faits Divers"" (Miscellaneous Facts).

The main visual is a photograph of a smiling man holding a large silver trophy. He is seated outdoors, with a dog lying beside him. The background includes a wooden fence and some patio furniture. Above the man, there is a banner with the text ""Defenseman 2011-12 Season"" and the logo of the ""Admirals"" hockey team. The image is credited as a ""Photo Facebook"" and is attributed to Antonio Padula.

On the left side of the page, there are various colored tabs for different sections, including ""Attentat Québec,"" ""Sports,"" ""Spectacles,"" and others. Social media sharing options for Facebook and Twitter are visible, along with a share button. The website's navigation bar is at the top, with the site's logo and search functionality. The overall layout is typical of a news website, with a focus on the central image and headline."
773618482101489664.jpg,is it me only or everybody feels that girl in bado bahu ad is chetan bhagat in disguise,1,"The image is a promotional poster for a show titled ""गोली देखी"" (Goli Dekhi), which translates to ""I Saw a Bullet."" The composition features a woman dressed in traditional attire, including a vibrant blue and multicolored shawl, holding a green vegetable, possibly a cabbage. She is smiling and appears to be in a cheerful mood. 

In the background, there's a rooftop setting with greenery and buildings, suggesting an urban environment. On the right side, there's a table with various vegetables like tomatoes, cucumbers, and a gourd, adding to the rustic, homely feel. 

The logo of the channel ""&TV"" is prominently displayed in the bottom right corner, with a pink and white design. The text ""बिना बातचीत"" (Binā Bātchīt), meaning ""Without Conversation,"" is written below the show's title, hinting at a theme of silent storytelling or drama. The overall color scheme is bright and lively, with a focus on the woman and the vegetables, creating an engaging and inviting visual.",mmsd_dataset/extracted_part_3/773618482101489664.jpg,"is it me only or everybody feels that girl in bado bahu ad is chetan bhagat in disguise The image is a promotional poster for a show titled ""गोली देखी"" (Goli Dekhi), which translates to ""I Saw a Bullet."" The composition features a woman dressed in traditional attire, including a vibrant blue and multicolored shawl, holding a green vegetable, possibly a cabbage. She is smiling and appears to be in a cheerful mood. 

In the background, there's a rooftop setting with greenery and buildings, suggesting an urban environment. On the right side, there's a table with various vegetables like tomatoes, cucumbers, and a gourd, adding to the rustic, homely feel. 

The logo of the channel ""&TV"" is prominently displayed in the bottom right corner, with a pink and white design. The text ""बिना बातचीत"" (Binā Bātchīt), meaning ""Without Conversation,"" is written below the show's title, hinting at a theme of silent storytelling or drama. The overall color scheme is bright and lively, with a focus on the woman and the vegetables, creating an engaging and inviting visual."
687826579599196160.jpg,we must rebuild our military ! ! ! we need more battleships !,1,"The image is a pie chart titled ""Discretionary Spending 2015: $1.11 Trillion,"" illustrating the distribution of federal discretionary spending across various categories. The largest segment, colored in dark blue, represents the military, accounting for $598.5 billion (54%). Other notable segments include:

- Transportation: $26.3 billion (2%)
- Social Security, Unemployment & Labor: $29.1 billion (3%)
- Science: $29.7 billion (3%)
- Energy & Environment: $39.1 billion (3%)
- International Affairs: $40.9 billion (4%)
- Housing & Community: $63.2 billion (6%)
- Veterans' Benefits: $65.3 billion (6%)
- Medicare & Health: $66 billion (6%)
- Education: $70 billion (6%)
- Government: $72.9 billion (6%)

The chart is color-coded, with each category represented by a different color. The National Priorities Project logo and website (nationalpriorities.org) are displayed at the bottom left, with a Creative Commons license notice at the bottom right. The source is cited as OMB, National Priorities Project. The overall composition is clear, with labels and percentages providing detailed information about each spending category.",mmsd_dataset/extracted_part_2/687826579599196160.jpg,"we must rebuild our military ! ! ! we need more battleships ! The image is a pie chart titled ""Discretionary Spending 2015: $1.11 Trillion,"" illustrating the distribution of federal discretionary spending across various categories. The largest segment, colored in dark blue, represents the military, accounting for $598.5 billion (54%). Other notable segments include:

- Transportation: $26.3 billion (2%)
- Social Security, Unemployment & Labor: $29.1 billion (3%)
- Science: $29.7 billion (3%)
- Energy & Environment: $39.1 billion (3%)
- International Affairs: $40.9 billion (4%)
- Housing & Community: $63.2 billion (6%)
- Veterans' Benefits: $65.3 billion (6%)
- Medicare & Health: $66 billion (6%)
- Education: $70 billion (6%)
- Government: $72.9 billion (6%)

The chart is color-coded, with each category represented by a different color. The National Priorities Project logo and website (nationalpriorities.org) are displayed at the bottom left, with a Creative Commons license notice at the bottom right. The source is cited as OMB, National Priorities Project. The overall composition is clear, with labels and percentages providing detailed information about each spending category."
830921983525273600.jpg,is one of many tactics you can use in bad actors . it 's all up to you !,1,"The image features a vintage-style advertisement with a retro aesthetic. It includes a woman with dark, styled hair and a blue outfit, smiling with red lipstick. The background is textured, resembling aged paper. The text reads ""Sarcasm: Now Served All Day"" in a playful, bold font. The word ""Sarcasm"" is larger and in black, while the rest of the text is in a brown, cursive style. The composition is balanced, with the text positioned to the right of the woman's face, creating a classic ad layout. The overall design evokes a mid-20th-century feel, reminiscent of old-fashioned promotional posters.",mmsd_dataset/extracted_part_1/830921983525273600.jpg,"is one of many tactics you can use in bad actors . it 's all up to you ! The image features a vintage-style advertisement with a retro aesthetic. It includes a woman with dark, styled hair and a blue outfit, smiling with red lipstick. The background is textured, resembling aged paper. The text reads ""Sarcasm: Now Served All Day"" in a playful, bold font. The word ""Sarcasm"" is larger and in black, while the rest of the text is in a brown, cursive style. The composition is balanced, with the text positioned to the right of the woman's face, creating a classic ad layout. The overall design evokes a mid-20th-century feel, reminiscent of old-fashioned promotional posters."
844264494129930241.jpg,thanks <user> for covering the important issues .,1,"The image is a screenshot of a news app displaying ""Trending Stories."" It features four news headlines, each with a source and timestamp. The layout is clean and organized, with a white background and orange accents. 

1. The top story, marked with a large orange number ""1,"" is from The Washington Post, reporting on new documents alleging a Trump aide hid payments from a pro-Moscow Ukraine party. It was posted 57 minutes ago.

2. The second story, marked with a number ""2,"" is from FOX NEWS, about a teen caught with seven cases of beer and marijuana in Florida. This story is 11 hours old.

3. The third story, marked with a number ""3,"" is from The New York Times, detailing Roger Stone being scrutinized by the F.B.I. It was posted 7 hours ago.

4. The fourth story, marked with a number ""4,"" is from CNN, stating Ivanka Trump will receive top security clearance and an office, according to a White House official. This was posted 1 hour ago.

At the bottom, there are navigation icons labeled ""For You,"" ""Favorites,"" ""Explore,"" ""Search,"" and ""Saved."" The top bar shows the carrier (Verizon), LTE signal, time (12:10 PM), and battery level (61%). The design is modern and user-friendly, with easy access to different sections of the app.",mmsd_dataset/extracted_part_3/844264494129930241.jpg,"thanks <user> for covering the important issues . The image is a screenshot of a news app displaying ""Trending Stories."" It features four news headlines, each with a source and timestamp. The layout is clean and organized, with a white background and orange accents. 

1. The top story, marked with a large orange number ""1,"" is from The Washington Post, reporting on new documents alleging a Trump aide hid payments from a pro-Moscow Ukraine party. It was posted 57 minutes ago.

2. The second story, marked with a number ""2,"" is from FOX NEWS, about a teen caught with seven cases of beer and marijuana in Florida. This story is 11 hours old.

3. The third story, marked with a number ""3,"" is from The New York Times, detailing Roger Stone being scrutinized by the F.B.I. It was posted 7 hours ago.

4. The fourth story, marked with a number ""4,"" is from CNN, stating Ivanka Trump will receive top security clearance and an office, according to a White House official. This was posted 1 hour ago.

At the bottom, there are navigation icons labeled ""For You,"" ""Favorites,"" ""Explore,"" ""Search,"" and ""Saved."" The top bar shows the carrier (Verizon), LTE signal, time (12:10 PM), and battery level (61%). The design is modern and user-friendly, with easy access to different sections of the app."
905134014893195264.jpg,"asked my hubby why <user> didn 't have a terminal 2 he responded , "" so the number <num> can be posted everywhere "" # superstition – at toronto pearson international airport ( yyz )",1,"The image shows an indoor setting, likely an airport terminal, with a prominent overhead sign indicating directions. The sign reads ""Terminal 1"" with an upward arrow and ""Aérogare"" to the right, suggesting bilingual signage in French and English. Below the sign, there are automatic sliding glass doors leading to another area, with ""No Smoking"" signs visible on the glass.

Inside, several people are walking, some entering or exiting through the doors. The interior is well-lit, with a modern design featuring metallic and glass elements. Above, there are visible pipes and conduits, adding an industrial touch to the ceiling. The composition balances the sign and doors in the foreground with the people and interior space in the background, creating a sense of depth. The overall atmosphere is busy yet orderly, typical of an airport environment.",mmsd_dataset/extracted_part_1/905134014893195264.jpg,"asked my hubby why <user> didn 't have a terminal 2 he responded , "" so the number <num> can be posted everywhere "" # superstition – at toronto pearson international airport ( yyz ) The image shows an indoor setting, likely an airport terminal, with a prominent overhead sign indicating directions. The sign reads ""Terminal 1"" with an upward arrow and ""Aérogare"" to the right, suggesting bilingual signage in French and English. Below the sign, there are automatic sliding glass doors leading to another area, with ""No Smoking"" signs visible on the glass.

Inside, several people are walking, some entering or exiting through the doors. The interior is well-lit, with a modern design featuring metallic and glass elements. Above, there are visible pipes and conduits, adding an industrial touch to the ceiling. The composition balances the sign and doors in the foreground with the people and interior space in the background, creating a sense of depth. The overall atmosphere is busy yet orderly, typical of an airport environment."
702202941764030464.jpg,it 's too bad this place isn 't picturesque ! <user>,1,"The image showcases a luxurious bedroom with a stunning mountain view. The room features a large bed with crisp white linens and multiple pillows, creating a cozy and inviting atmosphere. A sleek, modern floor lamp with a minimalist design is positioned at the foot of the bed. The room is bathed in natural light from expansive floor-to-ceiling windows, which offer a panoramic view of snow-capped mountains and a serene landscape. The decor includes neutral tones, with beige curtains and a plush seating area that includes a sofa and a stylish white chair. A vase with white flowers adds a touch of elegance, complementing the overall contemporary and tranquil ambiance of the space.",mmsd_dataset/extracted_part_1/702202941764030464.jpg,"it 's too bad this place isn 't picturesque ! <user> The image showcases a luxurious bedroom with a stunning mountain view. The room features a large bed with crisp white linens and multiple pillows, creating a cozy and inviting atmosphere. A sleek, modern floor lamp with a minimalist design is positioned at the foot of the bed. The room is bathed in natural light from expansive floor-to-ceiling windows, which offer a panoramic view of snow-capped mountains and a serene landscape. The decor includes neutral tones, with beige curtains and a plush seating area that includes a sofa and a stylish white chair. A vase with white flowers adds a touch of elegance, complementing the overall contemporary and tranquil ambiance of the space."
844399491587477505.jpg,life lesson lmao,1,"The image features a bold, white text on a dark, textured background. The text reads: ""Don’t text him right away. You don’t want to seem desperate. Meet somebody else. Get married. Have kids. Keep him guessing."" The text is arranged in a block format, with varying line lengths for emphasis. At the bottom right, there's a hashtag symbol followed by ""@HashtagBay."" The background has a splattered, abstract design, adding a dynamic visual element. The overall composition is simple yet striking, with a clear focus on the message conveyed by the text.",mmsd_dataset/extracted_part_1/844399491587477505.jpg,"life lesson lmao The image features a bold, white text on a dark, textured background. The text reads: ""Don’t text him right away. You don’t want to seem desperate. Meet somebody else. Get married. Have kids. Keep him guessing."" The text is arranged in a block format, with varying line lengths for emphasis. At the bottom right, there's a hashtag symbol followed by ""@HashtagBay."" The background has a splattered, abstract design, adding a dynamic visual element. The overall composition is simple yet striking, with a clear focus on the message conveyed by the text."
729774569259601921.jpg,its kind of a gift,1,"The image features a black background with white text in a bold, sans-serif font. The text is arranged in a centered format, creating a clear and straightforward visual. It reads: ""MOST PEOPLE CAN'T TELL IF I'M BEING SINCERE OR A SMARTASS. IT'S KIND OF A GIFT."" The text is split into three lines, with ""MOST PEOPLE CAN'T TELL"" on the first line, ""IF I'M BEING SINCERE OR A SMARTASS."" on the second, and ""IT'S KIND OF A GIFT."" on the third. The source, ""KIZKIZ.COM,"" is displayed in smaller text at the bottom. The overall design is minimalist, emphasizing the humorous and self-deprecating message.",mmsd_dataset/extracted_part_5/729774569259601921.jpg,"its kind of a gift The image features a black background with white text in a bold, sans-serif font. The text is arranged in a centered format, creating a clear and straightforward visual. It reads: ""MOST PEOPLE CAN'T TELL IF I'M BEING SINCERE OR A SMARTASS. IT'S KIND OF A GIFT."" The text is split into three lines, with ""MOST PEOPLE CAN'T TELL"" on the first line, ""IF I'M BEING SINCERE OR A SMARTASS."" on the second, and ""IT'S KIND OF A GIFT."" on the third. The source, ""KIZKIZ.COM,"" is displayed in smaller text at the bottom. The overall design is minimalist, emphasizing the humorous and self-deprecating message."
